review,score,game_id
"EA Sports FC 25 offers a very complete experience that comes from presenting an overwhelming amount of content, accompanied by several improvements in different modes, although I think there is still a lot of room for improvement. Essentially, it is a very good game that is limited by a recurring problem: the weight of microtransactions in Ultimate Team.",0.81,4
"EA FC 25 is definitely a game of two halves. Its core is still excellent and endlessly enjoyable, and several new additions have given fresh life to the game. However, it remains held back by age-old issues that have plagued the series year-on-year. Overall it offers an improvement over the previous iteration, and Rush, in particular, is an outstanding addition that I hope will become a core part of the game in years to come, but I just wish that painfully slow menus, an abundance of bugs, and sometimes sluggish gameplay wouldn't hold it back.",0.8,4
"You don’t change a winning team, and that’s almost exactly what EA Sports FC 25 is offering this season. The basis of the precedent is there, with changes that are more like adjustments than profound upheavals. The fun is there, the life of the title always as consistent and finally there is enough new material in each mode to invite you to experience. The big plus is the Rush mode, clearly, and we’ll have to see how EA Sports plans to exploit a well-promoted mode everywhere in the coming months to gauge its potential accurately. In the meantime, deep in love or not in love with the ball, you know what to do in a few days with your money. One more season. ",0.8,4
"It's like a new paint job for a car you've been driving for years, it shines and smells fresh, but it's a highly familiar experience. However, Rush and FC IQ are novelties that deserve high praise in this mission to please Greeks and Trojans.",0.8,4
"EA Sports FC 25 establishes itself as a new evolution in the series. There's nothing revolutionary within the game, but it does add enough incentive to be engaging, despite being ‘same old, same old’. FC IQ has impact, Rush mode is fun and the presentation remains impeccable.",0.8,4
"The criteria for evaluating whether or not you should purchase it depends on your love for the saga, since, if you are looking for the latest news, it is a must-buy that will bring with it hundreds of hours of fun, but if your profile is not that Dude, could you wait a little longer.",0.8,4
"Thanks to a couple of key improvements and changes, EA Spots FC 25 is one of the better iterations that EA Sports' annual football franchise has seen in recent years.",0.8,4
"EA FC 25 might not be the giant leap forward that many fans were hoping for, but its best-in-class visuals and realistic matches still comfortably make it the best football sim on the market. While it’s disappointing that some of its biggest and best additions haven’t been fully capitalized on, it still sets a strong foundation for EA SPORTS to build on in the coming years.",0.8,4
"This is an honest entry into football gaming, the kind you can buy this year and enjoy for two, or three seasons, or however long it takes for EA Sports to add new features worth checking out. Career Mode remains a far cry from Football Manager, and the licensing situation might as well have changed the series name to ""European Football 25"". Odds are it will not get better for a while. FC 25 is like watching football: a mix of great moments, frustration, and occasionally asking yourself ""Why did I put two hours into this"". The answer is that FC 25, like football, is just good fun.",0.8,4
"FC 25's gameplay familiarity may trigger initial disappointment, but career mode tweaks and the brilliant Rush mode soon pull you back in for another year. Ultimate Team, meanwhile, remains divisive as ever – but fans of that mode will love its myriad fan-service additions.",0.8,4
"EA Sports FC 25 is perhaps not the major structural leap forward that its predecessor was – it is, to use the classic phrase, an evolution not a revolution. To get the most out of its major new technical features, you’ll need to really dig down into the depths of the pre-match menu systems – and that’s not for everybody. Meanwhile, Ultimate Teams is as problematic as ever with its carefully greased compulsion loop of in-game purchases and micro-improvements to your fantasy squad.",0.8,4
"The cash cow of Ultimate Team will always override everything else with FC 25, sadly. In an ideal world, EA Sports would develop Clubs into a major eSport, which would do extremely well. Real world soccer clubs around the world could have their own teams, and most importantly, the gameplay would then take priority with Ultimate Team being in the background generating income. Plainly, the game would be much better for it.",0.8,4
"This year's edition solidifies its claim as the best football game around, but it also showcases a need for competition, so there is pressure to iron out some of the frustrating kinks.",0.8,4
"Thanks to the introduction of FC IQ, the on-pitch action in EA Sports FC 25 is more dynamic and authentic than ever before. And while most other changes are small, the replacement of Volta with Rush, a 5v5 match type that is accessible in most game modes, makes this a worthy upgrade from last year's release overall.",0.8,4
"FC25 is an improvement on the previous entry, moving in a positive direction. Ultimate Team continues to be egregious, but Rush is refreshing and fun. Refocusing its gameplay to a more deliberate and slower paced brand of football, that takes tactics into account, makes for a more enjoyable game. With some minor updates, its potential can be fulfilled. FC25 has found its form, and is the best an EA footie title has been in years.",0.8,4
"EA Sports FC 25 makes smart choices so that the time you're spending in the game feels much more worthwhile. Rush is the best addition in years, and hopefully indicative of the future of the franchise. ",0.8,4
"EA Sports FC 25 has a focus on tactics that are mostly noticeable, and while Rush is a cool new mode, it does feel pretty similar to last year.",0.8,4
"EA FC 25 doesn't live up to its launch price. The game has limited improvements, especially in terms of gameplay, which make it only worth it for those who play competitive mode, or for those who can't live without Ultimate Team.",0.8,4
EA SPORTS FC 25 builds up the future of the franchise with a revolution on the tactic side and a great new experience like Rush.,0.8,4
"More realistic gameplay, more tactical depth and the rush mode are welcome, but in no way justify the price tag.",0.76,4
"If FC 24 had shaken up some things a bit along with its name, starting with the gameplay, FC 25 has not taken this path at all. The considerable contribution this year is called Rush, a new way of playing 5 against 5 quite well integrated into all game modes alongside the classic 11-a-side football. Because even if the title integrates FC IQ, a new tactical and positioning system for AI players very interesting in Career and Clubs mode for budding managers, the gameplay hardly changes one iota compared to last season. Haters of the last opus may therefore move on, except for lovers of Kings League and Ligue 1. The latter will be able to rejoice to see many players from the French championship modeled unlike last year. Cocorico!",0.75,4
"EA Sports FC 25 looks, feels, and plays like a truly upgraded version of the franchise. It isn’t a perfect sports simulator, but it does a great job of making the game feel alive and takes another step forward for the franchise.",0.75,4
"FC 25 is an enjoyable, yet unexciting entry with welcome additions such Rush and big updates to Manager Career. Those expecting notable changes anywhere else will be left disappointed, though there’s more than enough here to keep the annual title kicking along.",0.75,4
"EA Sports FC 25 follows in the footsteps of its predecessor, adding a number of welcome details such as the arrival of women in the career mode and the rush mode, not forgetting the roles that add an ever more tactical edge to your matches. However, the experience is spoiled in part by the many problems that remain, which can clearly discourage many. In the end, we wouldn't recommend the version as it stands, given that it's more of an update to FC 24 than a new game in its own right. Prefer a console version if you really want to buy it.",0.75,4
"Playing EA Sports FC 25 provided lots of fun. The new things are cool, the online matches go on without problems, and crossplay guarantees rivalry between people with different platforms. But I can't look past all the technical issues - if not for them, the final grade would be higher.",0.75,4
"EA Sports FC 25 is especially fun for players who like to tactically control the game thanks to a series of new options. In addition, the game has an enormously wide range with the introduction of a simulation mode and Rush. FC 25 still has some rough edges that prevent us from dealing with a championship-worthy selection.",0.75,4
"EA Sports FC 25 has cut the amount of innovations to the bone compared to last year, although the scope of some of them is bound to make a lasting impression on hardcore soccer aficionados. FC IQ might be the strongest new feature in years, but it's also so easy to miss it that people will probably dub it yet another more of the same - and understandably so, given the shortage of surface-level additions.",0.7,4
"EA Sports FC 25 is an excellent improvement over its predecessor in many areas. Rush mode – especially when played with friends – is brilliant at times and brings back the fun of EA’s football game. However, the game has too many issues to truly impress us. The gameplay and FC IQ are well-designed, but the servers are often so poor that everything feels sluggish. Both the menus and the online gameplay feel very slow, although that still doesn't stop us from enjoying FC 25 quite a bit.",0.7,4
"The two main innovations in FC 25, namely Rush mode and the FC IQ system, really hit the mark. However, the other significant changes can be counted on the fingers of one hand. If you liked FC 24, you will certainly like FC 25, but if you were not a fan of the previous installment, you will probably not have a good time here.",0.7,4
"EA FC 25 offers a much more polished gameplay and adds enough details to make the experience at the controls much better. In addition, the new career mode is now more interesting and deeper for those of us who enjoy creating our own legacy.",0.7,4
"EA Sports FC 25 is a slightly better offering than FC 24, thanks to the new Rush mode. FC IQ is still in its early stages and while it could have a huge impact on future titles, it is not yet very apparent how it is impacting the on the pitch action in this game. This is the EA Sports FC as you already know it. Whether that is a good or bad thing is up to you.",0.7,4
"EA FC 25 shines for its tactical realism and Career Coach mode, but stumbles over an ageing interface and on-field gameplay that struggles to convince unless you switch to simulator mode.",0.7,4
"EA FC 25 is a fickle title. For every two steps forward, EA takes one step back and one step sideways. Although it's still an improvement on last year's release, it's not a significant enough evolution to dispel the idea that it's the same game every year. That's what you get when you play to manage the score.",0.7,4
"Same procedure as every year... a few optimizations here and there, but unfortunately also noticeable improvements that make things worse. If you don't need UT, you can stick with EA FC 24.",0.7,4
Quotation forthcoming.,0.7,4
"EA is playing a better game than last year. That’s not to say that EA Sports FC 25 is suddenly a classic footie or anything – far from it; this is no Fifa 17, let alone PES 5 or Sensible Soccer. But hey, the bar is just not set very high in 2024.",0.65,4
"It is a bit difficult to rate this game. Mechanically, this is a good game. The football fits like a shot, but if you bought last year's edition, I'm not quite sure if I can in good conscience recommend you buy this...EA Sports FC 25 is the best soccer game on the market, but primarily because there are no real alternatives.",0.6,4
"If FC 24 had shaken up some things a bit along with its name, starting with the gameplay, FC 25 has not taken this path at all. The considerable contribution this year is called Rush, a new way of playing 5 against 5 quite well integrated into all game modes alongside the classic 11-a-side football. Because even if the title integrates FC IQ, a new tactical and positioning system for AI players very interesting in Career and Clubs mode for budding managers, the gameplay hardly changes one iota compared to last season. Haters of the last opus may therefore move on, except for lovers of Kings League and Ligue 1. The latter will be able to rejoice to see many players from the French championship modeled unlike last year. Cocorico!",0.75,4
"EA FC 25 feels like possession soccer devoid of ideas - lots of control, but too little real innovation.",0.74,4
"EA Sports FC 25 continues to hand in the same homework it's done for the past few years now, albeit with a new paragraph on Rush. It's a solid game that will likely enjoy plenty of additions throughout the year, but I'd like to see more ambition in the future.",0.7,4
"There's a lot to like about EA FC 25, from the overhauled tactics to the chaotic addition of Rush and a few welcome improvements to Career mode. It's not a resounding victory, however. The on-field action has stagnated, maintaining its quality but also plenty of its flaws, while changes to Ultimate Team feel antagonistic in their design. In the near future, issues like input lag and its propensity to crash will hopefully be fixed, but the same is unlikely to be true for its long-standing problems. At the end of the day--to borrow common football player lingo--there's fun to be had with EA FC 25, especially if you enjoyed last year's game, but rather than taking a significant leap forward, it's content to settle for midtable form.",0.6,4
"It’s a bit like Serie A in that way then, is FC25. And while I remain privately furious that the move away from the FIFA licence seems to have left EA without the adequate rights for some of Serie A’s best teams (honestly, you should see the ‘We have AC Milan at home’ travesties in place of the licensed teams), I am pleased to say I’ve had more raw, honest enjoyment with FC25 than I have any of its recent predecessors. Partly because it feels like the PC port got the required amount of love this year, and partly because I feel just slightly more empowered to play a different style of football this year. In my heart of hearts, I know that this inch-by-inch progress doesn’t justify £50 on a ‘new’ game every year. But here I am, playing it anyway and enjoying it like a comfy old favourite jumper that’s just had the elbows repaired.",-0.01,4
