review,score
"I love souls games.  I have played and finished almost all of them, especially the Bloodborne and Dark Souls series many times.  But none of the final bosses were like this.  All we can do is run away, run away, run away, this does not make the player feel like he is playing a game, or does not give the taste of that great final boss fight.  It's no fun just running away and not hitting. This is the first time you've been disgusted with the end of a Souls game.  Miyazaki, there was no need to spoil such a wonderful series to satisfy your own ego.  I don't always want to run away, I also want to hit or kill sometimes.  Worst final boss you've ever done.",0.0
"Essa DLC, ouso dizer, que é ainda melhor que o jogo base. Obviamente sem toda a história e experiência que eu já tive no jogo base ela não seria tão boa, porém o tamanho do mapa ajuda muito na vontade de explorá-lo e faz com que literalmente todos os cantos você encontre algo novo. É maravilhoso",1.0
[SPOILER ALERT: This review contains spoilers.],0.0
[SPOILER ALERT: This review contains spoilers.],1.0
"Possibly the best Fromsoftware game ever. Some will say the gameplay is bad, the story is not existent or something along those lines. But that is simply not true, the game is great with the only down side being a few hard spots for platforming! Get this game it’s awesome",1.0
One of the best games of all time. I loved every second of it and it deserved game of the year. Brilliant boss ideas and great execution. The best feeling when you beat something that you have been on for hours. Great that you can play it in 30 different ways! Brilliant idea and just a great execution. The only thing I will say is that it did become hard to explore when unlocking all of the map.,0.8999999999999999
"does it even have to be said? game is a ten , hard and worth it. sad i wrote this review so late",1.0
"I enjoyed a lot of Sekiro's gameplay, Bloodborne's ambiance and story, and DS3's overall vibe as a game. I had Elden Ring on my wishlist for almost two years, and when I finally got it, I was **** combat in Elden Ring quickly becomes monotonous. Once you acquire a good weapon, which requires some initial effort, you tend to stick with it for the rest of the game. This is because there are only a few truly effective weapons, and upgrading a weapon is such an investment that farming materials to level up another one feels **** game features a wide variety of enemies, but unfortunately, about 70% of them share the same moveset and slow behavior, making them easy to defeat in 2-3 hits. The most interesting enemies are the faster and more aggressive ones, but even they become repetitive after the first **** story is almost non-existent unless you delve into secondary quests, which often feel like you're just running errands.I wish this game were as engaging as Sekiro, Bloodborne, or Dark Souls 3. Those games reward exploration and provide a sense of progression through gameplay, rather than relying solely on character stats.",0.4
"I have played Elden Ring for hundreds of hours. There will probably never ever be any other game which will come even close to this time investment. My first character, who is now in NG+2, has now about 300 hours on the clock and I am still enjoying playing this game a lot. So why, you might think, do I give this game only an average score? Other than probably many other players who started with Elden Ring as their first Soulslike game and who gave the game a higher score? I played all the original Souls games and I would like to rate the game as an evolution of the Souls genre that has been created by Fromsoft and which originated with Demon's Souls (2009) and which became popular with the widely acclaimed Dark Souls series (2011-2016). Elden Ring follows these footsteps and brings in new ideas, most importantly presents a coherent and massive open world. So for the first time a Soulslike game has this kind of setting and I generally like it that Fromsoft always try out new things with their brand instead of iterating the same type of game over and over again. However: the experiment failed this time. The open world in Elden Ring has just the same problems as many other action RPG's have that do not jail the player in combat encounters. Namely, the player can always run away and fight normal enemies or even bosses from a distance. While you would not do this most of the time, because it doesn't make much fun to play the game like this, the simple fact that this always is an option to the player removes any of the engaging atmospheres of the Dark Souls games where the environments are always spatially confined areas with a logical and challenging enemy placement combined sometimes with tricky platforming sections. All this is not well represented anymore in Elden Ring and I even have difficulties to see the game as a Soulslike game due to this when comparing it to other recent Soulslike games from other developers (Lies of P, Neowiz and Round8 (2023) and Lords of the Fallen, Hexworks (2023)). I can not list all the flaws of Elden Ring due to the openworld setting here, yet one aspect of it is very annoying and immersion breaking. Namely there are many field bosses who can despawn when you fought them on the edge of their spawn area. That is, enemies can not follow you across the whole map, but will eventually disappear in the middle (!) of the combat (!!) and you have to run back to their original spawning location to continue the fight. These are the situations where you notice: ah, yes, this is just a computer game made by bad programmers who do not understand (yet) how to build an open world with engaging enemy encounters. While this may sound harsh towards Fromsoft who made some of my most favourite games of all times, I think it is important that we, the players and fans of their games do not only see the good but also point to the bad design choices in their games. I also do not think that the Soulslike genre does not work well per se with an open world setting. But the above mentioned problems need to be addressed and maybe Fromsoft should take a look at other open world games in order to see how they can improve on their current iteration of the Soulslike games. To name but a few open world games: GTA5 or RDR2 by Rockstar Games are probably the best open world games ever made. They are not the same genre, of course, but what I mean here is, for example, that a police car that chases you in GTA5 will literally follow you across the whole map. The Rockstar open world games have no limits, no borders that restrict certain interactions. Another example I would like mention is Dragon's Dogma 2 (Capcom, 2024). Here the open world is in many areas segmented by spatial restrictions, like narrow valleys, rivers, buildings, caves, etc. Unlike Elden Ring's map, which has wide space areas most of the time. And this is a crucial distinction of the design of the map of both games. In fact, the environment with enemy encounters in DD2 are much more close to what one is used to in the classical Souls games which are non open world. In a nutshell: Elden Ring did not revolutionise open world games (as I have read in another review) but the developers still need to learn a lot on how to make a good open world game that supports the atmosphere and gameplay of a Souls game. Elden Ring was their first attempt on this, but it did not work out very well.",0.5
"Very good game! Fromosft's best probally, really fun, very dark, very challenging, GOTY.",1.0
[SPOILER ALERT: This review contains spoilers.],0.8999999999999999
[SPOILER ALERT: This review contains spoilers.],1.0
"This is a good game and could be a great game if they fixed the multiplayer. Currently, if you are playing co-op, you will get invaded by a griefer. I would prefer a 5 minute unskippable ad for hemorrhoid cream. The griefers aren't particularly difficult, even with starting gear, but they interrupt the flow of the game. There should be an option to keep them out.",0.4
This is perfect down to every last detail. The gameplay is perfect and the story is incredible if you can understand it.,1.0
I got theplatform wrong on my first try of this review and everything I wrote gotdeleted when I changed it to xbox. I don't want to rewrite all that so I'll just say that it is an amazing game,1.0
,1.0
"This game legitimately blew my mind. The seemingly endless depth, combined with the seemingly endless breadth of content was just a massive eye opener.",1.0
I can't really put in Words how much I love this masterpiece. I got it when it came out and still play it. 100/10,1.0
GOTY. Nothing else to say. 10/10 game. My first Platina ever.  Community is great. Graphics looks amazing. Story is really good too. One of 2 games that year that i can rate 10/10 along side Plague tale: Requiem. Both of these games for me GOTY.,1.0
,0.8999999999999999
its not that hard but always you have to getgud like other games... fromsoft for live,0.8999999999999999
Flawless. Miyazaki does it again. This is an era defining game and will go down in history,1.0
"Elden Ring's expansive world and abundant content are impressive, though at times, the streamlined experience of its predecessors felt more focused. Still, it's an exceptional game worth exploring.",0.8
,0.8999999999999999
"The best boss fights gaming, incredible combat, complex lore, and one of the best sound tracks out there. While not perfect, it's the closest any game I've played has come to complete perfection.",1.0
,1.0
"Puedo decir, es un juegazo, pero no contiene ayudas para los principiantes, por ejemplo un tutorial o algo así para los principiantes en los RPGs.",0.8999999999999999
,1.0
"me ha encantado elden ring tanto que lo he completado con 1000 G , ha costado y ha sido un camino duro pero este juego lo merece en todos los aspectos , es un todo terreno imbatible de la saga souls",1.0
"This Game is HUGE!! There is SO much to do. So many weapons, a lot of upgrading and smithing, amazing dialogue, the bosses in this game are phenomenal, fighting is satisfying, awesome story, and overall, it being my first souls like game I have ever played, is a groundbreaking one.",1.0
"I love the scale of the game and how the game ramps up in scale as you play the game. You start in an area that seems like a pretty big map already, then you start discovering more and more and add to that map that you originally thought was big until the area that you started in looks pretty much molecular compared to everywhere else that you’ve been. The areas are amazingly well crafted and are filled to the brim with things to do and items to collect, the story is interesting and easy to follow on the surface but becomes a satisfying tangled web as you start to dig deeper that only adds to the immersion of the game. Overall, the game is a masterpiece, but it isn’t my masterpiece. I’ll be the first to admit that I am bad at this game and actually have yet to finish it, I do love the story and everything that surrounds the game but I cannot for the life of me just sit down and complete the game. I am decently far into it and I know how the game ends but I am just unable to sit down and complete despite my love for the game.",0.8
,0.6
,0.0
"o jogo perfeito e ideal, o combate épico e complexo de dark souls, como mundo aberto, a exploração e descobertas nível zelda botw, de fato foi o melhor jogo de 2022 e segue sendo o melhor jogo da geração até o presente momento",1.0
"Uma diversão garantida, um dos melhores jogos já feitos com certeza, feito com muito amor e dedicação dos desenvolvedores, cada detalhe do jogo e perfeito em tudo",1.0
"Best game ever made. Best gameplay, art design,bosses, atmosphere,its just perfect",1.0
GOTY 2022 and one of the best games ever created. A unique game tha needs to be experienced by anyone who calls ****.,1.0
"Elden Ring is an excellent game (GOTY 2022) and possibly the best soulslike ever created. What i really liked after 150 hours of playing and the platinum trophy is that this game wants and succeds on treating you like a clever person and not a dumb braindead gamer who only needs 2 buttons to play a game or watch 30 hours of cinematics or depend on QTEs in combat all the time. The game demands intelligence and imagination from you, from exploration to customization and from skill and technique to fast reflexes. I mean, Dark Souls 3 and Bloodborne already had these things but now they are even better. The ONLY 2 reasons that hold it back from true greatness imo (9/10 and not 10/10) are, first, the story is almost non-existent and second, the technical side in general, both in terms of graphics and music/sounds/ost, could be better. I mean, i played Hogwarts Legacy and then came back immediately to play again Elden Ring and it seemed to me like a game from 2015 or something. Nevertheless, a true must-buy for every soulslike lover or action rpg gamer in general.",1.0
"While I think the game is fantastic in it's own area of gaming, It just doesn't compare to other games that are rated this highly. This game winning GOTY over God Of War Ragnorok was criminal, But then Dark Souls III losing to Overwatch was also criminal so I guess it balances itself out. While most of the game feels incredibly well designed and absolutely beautifully, some bosses and areas feel cheap and janky so this game is far from the 10/10 most people give it. Hope this helps",0.8
"Absolutely incredible game. I played dark souls many years ago but never properly got into it or finished it, but my god this game is amazing. Beautiful world, great story, fun boss fights. Cannot wait for the expansion!",1.0
10/10 love the **** outta this game. So much gameplay and so many different combos and ways to play.,1.0
Possibly the best game ever made. A very strong gameplay loop and great story. There is a whole lot of brilliant side content in a huge and beautiful world. It is very difficult and filled with brilliant content. I have played many of fromsoft's previous masterpieces and can confidently say that it is the best. The few gripes that I a have are just that there is no boss rush mode or good duo boss. I have no doubt in my mind that the is issues will be fixed in the upcoming DLC. This game is as close as any game has ever gotten and it well deserved game of the year in 2022.,1.0
"I am confident in saying that Elden Ring is one of the greatest souls of all time. I have played from the first soul, ""Demon Souls,"" to ""Sekiro,"" the last one. But Elden Ring had changed all points of view about soul games. The Open World, mixed with classic souls, is a huge success. As soon as you start playing, you feel the soul's atmosphere, but in a huge and fascinating open world. And you don't know where to go. Elden Ring is better than previous games in all things: new game mechanics, hardest boss battles, well-made design maps, new weapons and magic setups, epic music, fantastic art design, and multiple endings. I strongly recommend both newcomers and veteran players. Final score 10/10",1.0
"W GAME 500+ hours and I'm still discovering new things, the replayability insane",1.0
,0.8999999999999999
,0.8
This Is Actually An Interesting Game Of The Year To Make Sony Pony Fanboys Salty 10/10.,1.0
[SPOILER ALERT: This review contains spoilers.],1.0
My favorite souls like game. Great replay ability you'll find yourself discovering secrets and fighting engaging bosses. I would recommend this to anyone who likes a challenge.,1.0
An absolute masterpiece. I didn't understand the hype around the soulbourne games. How could anyone find ridiculously hard games fun. I was sorely mistaken. Happy to say that this game rightfully deserved the 130+ hour I put into it in order to 100% complete it. A masterpiece.,1.0
"Eldin Ring is a fantastic game. My only complaint is with it being open world you want to run around and explore, but when you come across enemies you can't do anything about you can't really explore that area.",0.8999999999999999
"One of the best, RPGs of all time. This game DOES NOT, hold your hand. It doesn't tell you where to go or really what to do. You are tarnished, and your goal? Become the Elden Lord. No path you take is wrong, decide you adventure you want, at the pace you decide. This game is difficult, Its a Souls game, but unlike other souls games, Elden Ring is much more forgiving and rewarding.",0.8999999999999999
coś pięknego,1.0
,0.8999999999999999
"Onca iş güç arasında yine de beni sabahlatan, sabretmeyi öğreten defalarca bitirmeme rağmen doyamadığım o oyun. 2.'si gelene kadar en iyi oyun bu.",1.0
One of the greatest games ever. Perfected the open world. Something unique hiding in every corner. No bloat. No filler. All killer. Tremendous game.,1.0
"Переоцененный беспорядок. Сложность — единственная причина, по которой игра пользуется признанием.СЛИШКОМ ПЕРЕОЦЕНЕННЫЙ ""ДАРК СОУЛС 4"" в открытом мире!",0.1
Masterpiece,1.0
"Elden Ring is the first Souls game I’ve ever liked. Tried DS1 ages ago and couldn’t get into it, but this game makes me want to go back and try all of them. An all time classic and deserving GOTY, the story is haunting, the gameplay is addicting and rewarding, and the environment is beautifully constructed with multiple characters that really grab and tug at the heartstrings. Phenomenal experience for this foul Tarnished.",1.0
,1.0
"Way better than starfield, that game was terrible. If you liked starfield play this instead.",1.0
"this game is the closest we will get to a perfect open world souls game, from software really got out of their confort zone and still delivered a true gem, anything bellow an 9 for this game is just plain wrong.",1.0
"Este juego es sin duda uno de mis favoritos, tantas horas le dedique y jamas me canso.",1.0
For me an absolute Must play Not Inlay dir Soulsänger Fans. Style handling Performance,1.0
,1.0
,1.0
,0.8999999999999999
This game is one of the best rpg's i have ever played. Combat in this game is unique and very good,1.0
"The GOTY.  Simply, very fun, very challenging and with serious replayability. Without a doubt, one of the best games ever made. Looking foward to play the upcoming DLC. Carian Knights are the best.",1.0
Gaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaameeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeees!!,0.8
"Realmente mereceu o goty, vale cada minuto de gameplay, quanto mais você joga mais legal o jogo fica",1.0
"O jogo possui uma ótima história e jogabilidade. Tenho que dizer que desde o início já estava com ótimas espectativas para o jogo, mas ele conseguiu supera-las em todos os aspectos, me obingando a fazer o máximo de coisas que pude na minha run. Levei aproximadamente 100 horas para zerar e platinar,  mas acredito que é possível zerar o game em umas 18 horas caso foque apenas nos objetivos principais. Não encontrei nenhum bug ao longo da gameplay e nem um problema técnico que tenha me atrapalhado.",1.0
"Extremely hard, no story.  But love it as there's no pop ups telling you to get your credit card out to buy something. Thanks for just making a game and not trying to get every penny I have",0.7000000000000001
My favourite game of all time so far. Almost faultless!! The writing and story is unique &amp; the gameplay is truly top notch. It's really going to take something truly special to knock this off my topspot. Well done fromsoft!!,1.0
[SPOILER ALERT: This review contains spoilers.],0.5
[SPOILER ALERT: This review contains spoilers.],1.0
[SPOILER ALERT: This review contains spoilers.],1.0
Great game I ended the game 7 times ,1.0
,1.0
,0.8999999999999999
If u love souls like games this game will take over u.Final limit of the Software.,1.0
An absolute masterpiece and i am not a souls-like lover at all. The menus could have be done better and the ai and the balance the enemies is sometime a mess but from an artistic point of view is something unreachable,1.0
very very beautiful game Miyazaki he's a **** game has graphics never seen before.,1.0
"Un juego bastante redondo. Pierde en unas secundarias tan dispersas que pierden sentido, aunque cuadran con la forma escondida de trabajar de from. No me parece una evolución suficiente respecto a los previos.",0.8
"Its hilarious to me that in all the 0s and 1s review this game is getting, they can only complain about the graphics being last gen and lack of cutscenes. Nothing screams GIT GUD more than seeing reviews like this. Im glad fromsoft have stuck to their guns and kept the handholding out of their games as is their tradition.",1.0
,1.0
,1.0
"Superb game with amazing game-play and environments. First time playing I was blown away by the sheer number of things to do, weapons to collect, monsters to kill. And the most importantly, not game passes or micro-transactions.",1.0
GOAT Ring is the best FromSoft title and one of the best games I have ever played. Just a pure joy from gameplay and discovering the world and all of it's secrets. Simply beautiful and most importantly fun.,1.0
"First off, I love the unforgiving combat system typical of souls-like games. It's a steep learning curve but rewarding when you finally get it down. The visuals are fantastic and at first I enjoyed exploring the open world. In the end, I found the world too open and too repetitive. I can see why some people may love it, but for me I just found it good and not great in the end.",0.7000000000000001
Outstanding world building and lore. From software took everything they learned in all of their games to create an absolute sprawling masterpiece.,1.0
[SPOILER ALERT: This review contains spoilers.],1.0
,0.8
,0.3
I don‘t understand the bad reviews. Never experienced any frame drops on performance mode and the game looks beautiful. Apart from that the gameplay loop is probably the best I‘ve seen in recent years. Never have I been so addicted to a video game that I played it over 30 hours on the first 3 days and I still only scratched the surface. The game rewards you every time you venture off the,1.0
"This is easily the worst From Soft game ever made. Played through this game entirely feeling as though it was the end of From Software making good games. Where do I even start, the game will either overpower you in certain areas, or be under-powered compared to the areas you may have previously traversed. The would feels lazily made with many rehash enemies and bosses from previous areas in this game and other From Soft games. The world is really more or less a ""Souls-borne gallery"" with no real heart, passion, or soul poured into the making of the game.",0.4
"As of 2023, no more interesting game exists. Once you play this game, any other game will seem ridiculous and you won't be able to play it anymore.",1.0
,1.0
,0.7000000000000001
,1.0
"After 156 hours I completed Elden Ring along with about 95% of the character side quests and all optional and main bosses. This game has one of the best worlds to explore I've ever seen in any game I have played; the visuals are spectacular and not one single inch feels wasted. One of my favorite things about this game is every weapon and spell looks cool but also feel viable to the point you can pretty much make any build you want. This game is the peak of From Software's design in Dark Souls in giving freedom to the players to play however they want. The fluid combat and the added ability to jump add to the great experience of fighting and exploring in this game. The games story like other soul's games is very obscure but also very rich if you are willing to look for it. The characters are mostly good, but I felt they could have done more with certain ones. Most main game bosses feel and look very cool and are fun to fight. Some people don't like the reuse of enemies throughout the game but overall, I think they did a good job of making them unique to the areas you fight them and the powers they use, making them feel like new enemies. Difficulty wise Elden Ring is probably the 2nd easiest soul's game with Dark Souls 2 being the easiest. With 85 deaths in Elden Ring total, 46 of which were due to Malenia leaving 39 from the rest of the game compared to, 38 deaths in Dark Souls 1, 55 deaths in Dark Souls 3, and 9 deaths in Dark souls 2 (DS2 just felt extremely easy). One problem I had was Malenia and her being able to use her waterfowl dance 5 times in the span of a 2 minutes using it every other attack, if I could change one thing, I would give that move a 60 second cool down after she uses it. Overall, Elden Ring has slight issues with difficulty balancing but they are so small that it doesn't change how amazing this game is.",1.0
"Açık dünyası mükemmel,bosslarla kapışmak zevkli,mükemmel. ama AMA Lütfen şu oyuna performans ayarı getirseler. lütfen gtx 1050ti 8gb ramli pc imde oynamak istiyom lütfen",0.8999999999999999
"Love this game, so much fun leveling new characters just to test weapons I can’t wait for the expansion.",0.8999999999999999
"A world where you get so lost in adventure, you forget how u found it. A world so unparalleled in size, yet scaled ro nearest reach, to furthest of horizons perfectly. A world so varied, yet so deliberate in layout; and every perspective guiding towards some point of view. A world, Elden Ring; is one of if not the finest in gaming: Art direction/Boss Enemy variety/Build variety/Layout/Scale/Variation, it has no rival; nothing close to an equal. a bold continuation/ defined evolution of Fromsoftware's games, and often total succession of their prior ventures.",1.0
,0.5
,1.0
,1.0
"My favorite FromSoft game, and my favorite open world game. Be patient, and you will be rewarded.",1.0
"Não sou fã de souls mas assim que vi algumas ganeplays do jogo fiquei encantado e comprei, acabei fazendo 1000G ",1.0
,1.0
"Goat THis game is the Goat. Great Story, comabt, hell i could play this game for years.",1.0
"No balance. Some of the mechanics are simply clunky. Neither aesthetics, nor balance, fights, story and this huge empty world",0.3
"Beautiful game, amazing music, fun bosses. Whats not to like from a game with such a history as hard but rewarding game play!",0.8
,1.0
,0.6
It's not fun! Eu não achei divertido ou que fizesse valer toda a atenção,0.2
"Boring, repetitive combat and should be called Tedious the game. If you want fun look somewhere else.",0.0
,1.0
I have always struggled and gave very quickly on soulslike games but Elden Ring changed everything for **** you are still one of those please try again and stick to it until the end it will be an amazing experience and you will become a fan.,1.0
"This is one of the best games I've ever played. It's challenging, addictive, and fun. Exploring is rewarded and there's lots of hidden details including some of the side quests, which are one of the best parts of the game. The world feels so rich and full of life compared to most other open world games, it's refreshing. It may be challenging, but this game has the best boss fights I've ever played. It can be annoying to get stuck on a boss, but learning the attack pattern is part of the fun.",1.0
,1.0
,0.7000000000000001
,1.0
"Objetivamente hablando es uno de los mejores juegos de la historia... Con temor me atrevería a decir según la situación que el mejor; Obviamente no existe la perfección, sin embargo es una obra cúspide para un genero que revoluciono una dañada industria hace casi 15 años.  No es un titulo para tomarlo a la ligera, el mindset con el que lo enfrentes puede determinar tu opinión sobre este titulo, a mi mismo me paso en su día. Sin embargo hay que ser lo más objetivo posible a la hora de rankear algo; Y Objetivamente hablando, este es un juego que debes de jugar almenos 1 vez en tu vida, con la intención de verdaderamente querer disfrutar lo que tiene para ofrecer.",1.0
"The first time you overlook Liurnia is breathtaking. ER is possibly more beautiful than Witcher 3 and Horizon: Zero Dawn, and definitely on par with RDR2.",1.0
"Beautiful World, best boss fights, good story, best build variety of any game. This is a Masterpiece, this is a true piece of art.",1.0
,0.6
,1.0
"Every time I play this game I go DAMN this game is good and I can't understand how a game could be this great. I love how the game doesn't care if you miss things, and this leads you to discover whole secret dungeons and feel like you're the only one that's been there. One thing is I don't like the attribute system where you need a certain level of something to use something because I spent an hour hammering away at a boss only to be rewarded with a spell that I needed 40 faith to use when I only had 13.",0.8999999999999999
"I really wanted to like this game and the world was interesting to **** first. Then it got a bit repetitive. However, about 70% into the game, I simply could not progress. The difficulty is simply too much to handle for me. I really tried everything I could, but after 70 hours I just got sick and tired of dying hundreds of times. I do not find this to be fun at all. if the difficulty was even 10% easier, that could have been enough for me to progress further.",0.7000000000000001
Absolutely the best game I have to ever played in my life. There is no hand holding. You get an immersive open world experience. The battles are challenging but thrilling. I love the fact that skill,1.0
"Fights with a bad camera, technical graphics are not pleasing to the heart.",0.0
اللعبة اسطورية وصدقني بتغنيك عن الالعاب الاخرى لمده طويله كنت اتمنى لو كانت تدعم اللغة العربية,1.0
"Beutiful, hard as f game... The hate people bring here is pathetic, most of them didnt even own the game.",0.8
,0.8999999999999999
Finally a game that works how it should and has been properly produced and tested by the developer. Gaming at its finest. Dark Souls on steroids.,1.0
"Elden Ring is the pinnacle of game design and a breath of fresh air. Bold words, I know but in an era of handholding, barren open worlds, micro transactions and stuffed HUD’s elden ring stands apart. The score and sound design are epic, the gameplay is tight, the art direction is the best in gaming and the boss battles are both numerous and challenging making it a game ****, a game that may steer game direction in the coming years.",1.0
[SPOILER ALERT: This review contains spoilers.],0.0
"This game sets the bar so high in almost every single aspect, that it has made me disappointed in one way or another of almost every single other game I've played since.",1.0
"gran juego, lo malo es la dificultad artificial que tiene a diferencia del dk3 y sekiro que eran perfectos en ese sentido.. Aun asi es un buen liquidador de horas y te mantiene al vicio.. es un dark souls 2 (2) pero mejorado.",1.0
Great game in every aspect. Only negative is the recycling and some later part of the game can be a bit dull.,0.8999999999999999
,1.0
"Not typically a fan of souls like but elden ring is Fantastic, a brilliant way to introduce someone to the souls like formula whilst it can be difficult, you can also take your time with it",1.0
,1.0
"Really annoying mechanics. I love a good challenge and loved Dark Souls but when a game resorts to **** and sneaky tricks to beat the player, that's when it loses me. It's hard but in a more frustrating and hollow way than in a fun and practical way. Not a horrible game by any means but if you don't have the endless hours to grind or pour in the time to get really good, I wouldn't bother to pick it up.",0.2
"This game is incredible; the devs added an absurd amount of content, all of which is masterfully implemented into a visually, audibly, and narratively beautiful world, but they forgot one thing--they forgot to make it particularly fun.",0.7000000000000001
"Elden Ring is honestly a masterpiece ****. I was quite hesitant on the SoulsBorne series but after playing this game for the first time I was blown away. I honestly regret not trying it sooner. From Graphics to gameplay, this game is a play everyone should play once. I understand that the difficulty is a turn off for a lot of people but the feeling of beating a boss is one of the greatest feelings I've ever had. The lands between is such an amazing open world map, the fact that everything you can see everything in the distance is really there is baffling, a lot of games simply put a jpg in the background and call it a day but in Elden Ring you can go to anything you see. FromSoftware seriously out-did themselves with this and I cant recommend it enough. Please go play this game.",1.0
Another FromSoftware masterpiece. Need to be top of Microsoft's acquisition list.,1.0
"It's great. It's the best game I've ever seen. The picture is exquisite, the movement is smooth, and the design is exquisite.",1.0
"Le jeu qui m'a fait entrer dans le monde des souls ,Avant, je détestais ce genre de jeu",1.0
My favourite game ever made! A beautiful and deep open world with an interesting and engaging story and lore. Great and challenging bosses! A true masterpiece.,1.0
"Es el juego perfecto, no hay más. Llevo cerca de cuatrocientas horas y aún no he completado ningún final. Es fácil perderse por el mapa haciendo mil y una cosas",1.0
"El mejor juego del estudio FROM SOFTWARE. En mi opinión se alaba la narrativa en exceso (está fragmentada y presentada de forma caótica). El resto impecable, menudo juegazo. Sin darte cuenta puedes llevar 100 horas y no haber hecho ni la mitad. Es un juego redondo.",1.0
,0.8999999999999999
"I have been playing video games for more than 20 years now, but never have I enjoyed anything so unique and grand. The horrible difficulty fades into the background and gives way to the amazing art design and the unbelievable sense of exploration unmatched by any game ever made. I took my sweet time and conquered the Lands Between in every square meter, undigging all its secrets and stepping into every cave I could find. I got hooked on the loss of direction forcing me to explore every nook and cranny. Only Breath of the Wild could give me that sense of freedom before. Never will I experience anything like this again, which makes me kinda sad, but the feeling after beating the final boss brought true tears of joy to my eyes.",1.0
"I finally bought this game and why did I wait so long!? It might be the best game I've ever played. It is true magic, over and over again. It's my first souls game and at first I wasn't sure about it. But slowly I figured things out. I did a restart once a few hours in but then that was it. I have never been so consistently awed by a game. The world is fascinating and immense. The art is mind blowing and beautiful. It rewards patience, so go into it thinking it will test you. It will, but the rewards are well worth it. I love this game  thank you to the devs, incredible!!",1.0
This game **** this is just a copy of Elder Scrolls series they could have at least be original with their game do not recommend buying this for you your son or any of your family including your grandma but your grandma will probably die if she sees this game,0.0
"One in a lifetime gaming experience. This game already is one of the best in history and his legacy is only gonna get bigger. Not much to say that hasnt been said yet, deserved 10/10 score.",1.0
,1.0
"Incredible, life changing game, there is so much to this masterpiece! It is a must play and us so magical.",1.0
I is maidenless. Finger maidens good name. EldenBeas't looks like big ****.,1.0
"This game is a complete and utter disaster, failure, stinky **** ****. If one of my friends says that his favourite game is this i would hire a hitman to kill them because they don’t deserve to live anymore.",0.0
tasty but too much dirt ,0.8
[SPOILER ALERT: This review contains spoilers.],1.0
"This is a **** masterpiece, the world is beautiful the gameplay is addicting like crack and the story is also hella good you just need to make some research and you'll understand everything.",1.0
Probably the best video game world you could get lost in. Kinda wish I could experience it for the first time again,1.0
Loved it took me a while to find the right build for me once i found it i started to have a bunch of fun,1.0
[SPOILER ALERT: This review contains spoilers.],0.3
"Тот же DS3, но в 10 раз больше и еще более сломанный и с шикарными боссами.",0.8
,1.0
Would rate it lower if I could. 0 storyline. Bosses are all the same. Yet another copy and paste game like the rest of fromsoft. Trash.,0.0
"Best game of the year no doubt, packed with more content then most games and doesn’t even have dlc yet.",1.0
,1.0
"A worthy new title to follow up the sublime Dark Souls series. Fixed and improved upon almost every issue I had with Dark Souls III, and the Ash of War system is a worthy successor to the Weapon Art system. The open world is admirable and is up there with the greats of open world games.",1.0
,1.0
