review,score,game_id,language
"Baldur's Gate 3 offers fans of tactical RPGs and, of course, fans of Dungeons &amp; Dragons a valhalla of gameplay that fits seamlessly into the universe. The many stories, the freedom, the in-depth lore, the challenging combat, the audio-visual decoration, the fun to play; Baldur's Gate 3 has it all together. Just know that the barrier to entry for newcomers in particular is a bit high and there are some minor technical issues, but thankfully these are more than overshadowed by the excellent experience the game offers.",0.9,1,ENGLISH
"Overall, the PlayStation 5 version of Baldur’s Gate 3 is well done. Some sacrifices in gameplay, graphics, and combat reduce the gameplay experience, especially for players who have already played the PC version.",0.9,1,ENGLISH
"Baldur's Gate 3 is a masterpiece and a true next generation RPG. Sure it has a handful of small issues, but they pale in comparison to the quality of the writing, the depth in character creation, the sheer wealth of options available to players, the voice acting, the gorgeous world, which are all just exemplary. There's no wonder it has sent ripples through the industry and gathered more attention than even Larian expected, it's got quality and creativity leaking out of every frame. ",0.9,1,ENGLISH
"Baldur's Gate 3 is an impressive feat, making a DnD game accessible to the masses, while keeping the core, mechanics and variety of the rulebook intact. The freedom of choice is enormous, as are the consequences. The translation to consoles isn't entirely perfect and some minor grievances and bugs have transitioned or are even introduced, but all in all, this is the best Dungeons &amp; Dragons game in existence.",0.85,1,ENGLISH
"We’ve very much enjoyed our time with it so far. This is an expansive RPG that offers players an unprecedented amount of choice, and as such, it’s a game that you can easily lose yourself in. From trying to keep your party members happy to dealing with those you meet on your travels, the freedom which you’re provided is refreshing. Along with its engaging combat system, this is an RPG like no other, genuinely pushing the genre forward into exciting territory. [Review in Progress]",-0.01,1,ENGLISH
"To be clear, Baldur’s Gate 3 is still a revelation, no matter where you play it. If you were waiting for the PlayStation release to get into the game, you’re still going to have a good time. But if you’re a player transitioning from PC to PS5, there’s gonna be some massive growing pains as you adjust to what feels like a vastly more complicated experience.",-0.01,1,ENGLISH
"I absolutely love Baldur’s Gate 3; the more progress I make, the more hooked I become. Every moment I’m not playing Baldur’s Gate 3, I wish I was… so let me wrap this up — go play Baldur’s Gate 3! It’s a defining RPG that masterfully blends all that’s brilliant about D&amp;D into an equally convenient and engaging video game best suited for four wide-eyed adventurers.",1.0,1,ENGLISH
"Baldur's Gate 3 is a gold standard for RPGs, setting the bar incredibly high for future games in the genre - and it's something I know I'll be coming back to time and time again in the future. With a cast of fleshed-out, fully realised characters; tactical turn-based combat that presents an opportunity to stop, think and plan your attack strategically; and a dizzying amount of customisable choices, BG3 is truly a roleplayer's dream.",1.0,1,ENGLISH
"Baldur's Gate 3 is the most successful and authentic take on D&amp;D in the tabletop franchise's 50-year history. Its complexity and size might be daunting for novices, but the breadth and depth of Baldur's Gate 3's world make this a once-in-a-generation achievement.",1.0,1,ENGLISH
"Baldur’s Gate 3 is an impossibly good RPG made with a great deal of passion and skill. While there are some last minute issues to iron out, Larian Studios has delivered an adventure beyond our wildest imaginations.",1.0,1,ENGLISH
"Larian Studios has made something truly incredible, and even as the studio continues to fine-tune and polish with post-launch patches, Baldur’s Gate 3 feels like something absolutely worth playing now, and even more in the future. Baldur’s Gate 3 is a legendary RPG, and one that anyone with a love of storytelling, strategizing, or just thirsty for a few fantasy companions should take the time to experience.",1.0,1,ENGLISH
"With interconnected stories, brilliant writing, fascinating characters, and a living, breathing world full of choices and consequences, Baldur's Gate 3 sets the standard for today's RPGs. You owe it to yourself to experience it.",1.0,1,ENGLISH
"Throughout the entirety of my runtime, I felt transported, compelled to help find a way to save myself and the companions I had grown to love over time. And it’s a world I don’t want to leave, at least not yet. Baldur’s Gate 3 is, simply put, the greatest RPG I’ve ever played.",1.0,1,ENGLISH
"More than any RPG in recent gaming history, Baldur's Gate 3 challenges you to experiment with its many fantastic game systems while drowning in the rich, unprecedentedly detailed fantasy world where Larian has the most wonderful adventures, creatures and characters in store for you. On top of that, it also hits a nostalgic chord for me, and the Dungeons &amp; Dragons element has a huge appeal. A 100 is therefore nothing less than justified.",1.0,1,ENGLISH
"Classic RPG done to perfection. Greatly written, full of living characters, incredibly free, supported by excellent mechanics taken from Dungeons &amp; Dragons. Sometimes it throws too much at you, other times it doesn't quite keep up, but even so it's a groundbreaking, unforgettable success and a definite candidate for game of the year.",1.0,1,ENGLISH
"Baldur's Gate 3 is a masterfully crafted RPG that improves on every aspect of Larian's past work, and is a worthy successor to the series.",1.0,1,ENGLISH
"Baldur's Gate 3 is one of those cases that makes me think with my heart and not my mind. And my heart tells me to start this adventure again with a new character, re-experience the story, get to know my companions and savor every moment. Again and again.",1.0,1,ENGLISH
"Baldur’s Gate 3 is a fine contender for one of the best video game RPGs ever made. It’s the most ambitious RPG out there, and the painstakingly accurate rendition of Dungeons &amp; Dragons will delight fans. A must-play, even if some frustrations with D&amp;D’s format might grate.",1.0,1,ENGLISH
"Baldur’s Gate 3 is nothing short of a masterpiece. The story is incredible, the world gorgeous and immersive, voice-over and writing of the highest quality, an amazing soundtrack, everything comes together in near perfect harmony. It’s not only the best RPG of the year, it’s the RPG of a generation.",1.0,1,ENGLISH
"Baldur's Gate 3 redefines what a role-playing game can offer in character-building, combat, and choice.",1.0,1,ENGLISH
"Baldur's Gate III impresses with strong stories, inviting personality, beautiful and varied environments, and an encouragement to experiment with the total freedom the game offers.",1.0,1,ENGLISH
With Baldur's Gate III Larian Studios redefines the meaning of open world and creates a masterpiece that elevates the classic RPG to a new level that will take years to surpass.,1.0,1,ENGLISH
"Baldur’s Gate 3, like its titular city, is a towering landmark of an RPG. Bustling with life, brimming with scope, and bursting with imagination.",1.0,1,ENGLISH
"Baldur's Gate 3 is Larian Studios' Magnum Opus. It's a must-play masterpiece that sets a new bar in the RPG universe. Even at over a hundred hours, it never fails to surprise and impress with a deep story, hypnotic villains, enticing companions, a world where you can get lost forever and a combat system that rewards creativity. But more than all this, Baldur's Gate 3 is the fruit of the passion and love of an entire team that has dedicated body and soul to capture the magic of video games.",1.0,1,ENGLISH
"Baldur’s Gate III had extremely high expectations set for it and has exceeded them. Not only is it a contender for Game of the Year in a year with many exciting titles, but it’s a continued evolution of what CRPGs are capable of achieving, building upon the legacy of the original Baldur’s Gate games mixed with some of the more contemporary gameplay elements found in Larian’s more recent games. The result is a masterpiece of a game that raises the bar for the genre. Baldur’s Gate III excels in every area, from music to graphics to story to gameplay. It’s a difficult task to recreate the open-ended possibilities of tabletop gameplay within a video game, but this is arguably the best attempt at doing so to date. Baldur’s Gate III is one of those rare games that’s nearly flawless in its execution and should be experienced by every RPG fan.",1.0,1,ENGLISH
"Baldur’s Gate 3 is a watershed moment for RPGs and gaming. It represents one of the closest approximations of true freedom, creativity, and player choice available, evolving concepts and mechanics that have been tinkered with for decades. Using Dungeons &amp; Dragons as its catalyst, Larian has honored the past and forged a new future for a genre that has allowed increased agency for players to put their thoughts, feelings, hopes, and wants inside of a digital realm and live.",1.0,1,ENGLISH
Baldur’s Gate 3 is exactly what we’ve been missing and the best game of 2023 so far. ,1.0,1,ENGLISH
"It’s almost ridiculous, then, what’s been achieved here. Baldur’s Gate 3 isn’t without its technical wrinkles, but it’s a full-fledged, fully fleshed-out, absolutely massive title with lofty production values across the board. That Larian Studios has intentionally willed something like this into the world at a time when AAA projects in this vein are so scarce only helps it shine, and serves as a fine reminder that the genre doesn’t need to transform, no matter what some publishers may believe - it just needs to adapt, to evolve, and to boldly present a compelling and cohesive vision all its own. And be thought-provoking. And have witty banter. And look really pretty. And let us get told off by territorial squirrels...No pressure on your next project, Larian.",1.0,1,ENGLISH
"Baldur's Gate 3 is an immediate pick as one of the best RPGs ever made, a ridiculously reactive and freeing narrative adventure.",1.0,1,ENGLISH
"Baldur’s Gate 3 rewards imagination above all. Built to survive every curveball players throw at it, Larian’s latest role-playing spectacle boasts unmatched worldbuilding, freedom, and scale. The scope of Baldur’s Gate 3 should be impossible – but time and time again, it proves there’s no such thing.",1.0,1,ENGLISH
"Baldur's Gate 3 is a glorious, shape-shifting RPG epic boasting compelling plots, and a gorgeous world. ",1.0,1,ENGLISH
"Larian promised a game experience like at the role-playing table that would not be inferior to the old classics. Surprisingly, the only promise they didn't keep is a release on Stadia. Well, we'll get over it.",1.0,1,ENGLISH
"Like with the Legend of Zelda: Tears of the Kingdom, Baldur's Gate 3 feels like an impossible video game. Everything it does flies in the face of modern gaming and it fulfils almost all of its goals with a tactician's precision and clarity. From its stellar story with hundreds, if not thousands, of meaningful choices and consequences which make every single playthrough special, to the deep and compelling combat which you can spend an age learning, to its impeccable world and sound design, Baldur's Gate 3 is truly something special. While it isn't perfect and stumbles here or there, especially in terms of bugs and technical performance, it would be a crying shame for anyone to miss out on a masterpiece like this. Baldur's Gate 3 is my personal game of the year and I beg everyone who is even remotely interested to try it out.",1.0,1,ENGLISH
Baldur’s Gate 3 is a modern RPG masterpiece that has surpassed all of our considerable expectations. A landmark moment for the RPG genre and a game that will forever be remembered for pushing the genre forward.,1.0,1,ENGLISH
"The developers at Larian Studios have created something very special with Baldur's Gate 3. And even if developers of large studios fight tooth and nail against it: This role-playing game sets new standards, and future RPGs will have to be measured against it. It is a video game in its purest form that holds a mirror up to the industry. It shows us how video games used to be and how they should be, something the industry has forgotten far too often. It is a work of art, born from the passion and love of a studio that has not been corrupted by the industry's rampant greed. You can tell in every fiber of Baldur's Gate 3 that it wasn't created to generate maximum revenue. Instead, it is a product of the love for video games that characterizes Creative Director Swen Vincke and his team.",1.0,1,ENGLISH
"Baldur’s Gate 3 is a new benchmark for what RPGs can be. Its wealth of variety in how its story can unfold, and the insane amount of options for how players can approach different combat and exploration scenarios, make it a must play for just about anyone. It wouldn’t be a stretch to say this is the kind of game we’ll still be talking about 10 years from now, and it more than earns this feat.",1.0,1,ENGLISH
Baldur’s Gate 3 gracefully spins atop a tightrope guided by dice rolls as it delivers the player-driven excellence of a tabletop road trip.,1.0,1,ENGLISH
"With crunchy, tactical RPG combat, a memorable story with complex characters, highly polished cinematic presentation, and a world that always rewards exploration and creativity, Baldur's Gate 3 is the new high-water mark for CRPGs.",1.0,1,ENGLISH
"Playing Baldur’s Gate 3 is an exercise in wonder. How could anyone manage to make a game of this scope, execution, and quality? It’s thrilling, it’s emotional, and it’s incredibly wacky, all at the same time. The sense of freedom and reactivity is unlike anything I’ve played for years, maybe even ever. and all of that is only heightened by a world that feels simultaneously whimsical and horrifying. Baldur’s Gate 3 is a game we’ll be looking back on for years to come.",1.0,1,ENGLISH
Larian perfects its own formula for Baldur's Gate's return and delivers the best CRPG around for veteran and newcomers. This is certainly a feat we will be talking about for the next ten years.,1.0,1,ENGLISH
"Baldur's Gate 3 is the pinnacle for RPG games that puts the ""Role Play"" back in Role Playing Games. Larian Studios sets a new industry standard that is beyond what we've seen in terms of gameplay, replayability, and graphics. The endless possibilities create the true feeling of an open world that doesn't lead you in a way and gives the player a way to explore the story in limitless opportunities.",1.0,1,ENGLISH
"Simply put, Baldur’s Gate 3 is a masterpiece. Larian Studios has done such a phenomenal job at bringing back an IP that has laid dormant since 2000 (2013 if you count the Baldur’s Gate 2 remaster – I, do not) and inadvertently put out a game that spits in the face of contemporary, predatory game design. While I don’t think it will be the new standard of RPGs, I think it stands as an example for aspiring RPG developers that, when given the appropriate amount of time, an RPG does not have to conform to the lifeless norms that the AAA industry has fed us for so many years. Larian, you have truly outdone yourselves, and your work will more than likely stand as one of the greatest achievements in gaming.",1.0,1,ENGLISH
"Baldur’s Gate 3 is a dream come true for old-school fans of the Dungeons &amp; Dragons tabletop franchise, and it reinvigorates the entire sub-genre. It’s long, bold, and full of exploration and worth every second of your time.",1.0,1,ENGLISH
"Baldur's Gate 3 rolls a natural 20 in all aspects. From the characters and story, to the gameplay and graphics, I highly enjoyed my time with Larian Studios' latest title, and I'm still playing and discovering things to do. Despite the few criticisms, none of them overshadow the incredible things this game achieves.",1.0,1,ENGLISH
"Baldur’s Gate 3 is a masterpiece. Games like this don’t come along often, experiences that capture the zeitgeist so profoundly as to provoke scurrilous rumours that Larian Studios would come under legal action for making a game considered too good. From narrative to level design, combat to quests, character creation to romance, everything is fine-tuned to provide a gripping experience that provokes wonder and joy.",1.0,1,ENGLISH
Baldur's Gate 3 is an incredible RPG for PC and PS5 that's true to the Dungeons &amp; Dragons experience as well as the sheer possibilities that tabletop games allow.,1.0,1,ENGLISH
"Larian has made a truly special game that will be talked about for years. It’s not only probably the best game in a year full of contenders, but it’s one of the best RPGs in a decade. ",1.0,1,ENGLISH
"Baldur's Gate 3 masterfully blends gameplay, story &amp; music with incredible player agency &amp; emotional tension, a true gaming masterpiece.",1.0,1,ENGLISH
"Baldur's Gate 3 is a masterpiece of the RPG genre, an incredible journey full of epic, great characters and adventure.",1.0,1,ENGLISH
"Baldur's Gate 3 is an incredible game, full of player-driven choices and expressive combat that appeals to creativity. It is a deep, flexible and immersive title capable of telling a gripping story that invites replayability. Larian Studios has brought to life a proposal that everyone, even those responsible for the original two installments, can certainly enjoy.",1.0,1,ENGLISH
Baldur's Gate 3 is a staggering CRPG with a level of player freedom that make its possibilities feel endless.,1.0,1,ENGLISH
"Absolutely highly recommend. If you were a fan of the originals… jump in without fear of being disappointed. If you are new to CRPGs, grab a copy and start here… it’s layered but you can explore at your own pace and learn as you go… easy to start, not too tricky to “master”… or at least manage.",1.0,1,ENGLISH
,1.0,1,Unknown
"Baldur's Gate 3 leaves you with as many ideas it it does memories. That, surely, is the soul of roleplaying. [Issue#389, p.98]",1.0,1,ENGLISH
"Baldur's Gate 3 is a fantastic fantasy RPG that will be sure to take hundreds of hours of your time as you explore the world, delve deep into the plot, and enjoy countless other side activities. It looks fantastic, plays fantastic and is just all-round fantastic. ",1.0,1,ENGLISH
"The scope of Baldur’s Gate 3 is scandalously large and, what’s more, Larian Studios manages to make good on every detail. It’s up there with the greats, an adventure that any avid role-player will revel in, and one that few will ever regret embarking on.",1.0,1,ENGLISH
"Baldur's Gate 3 manages to pull off the spontaneity and unpredictable nature of a long-stretching Dungeons and Dragons tabletop game. The story is intriguing with beautifully woven side quests but never feels like it's forcing you in a set moral direction. You can be as lawful good, or chaotically evil as you wish from scene to scene, and the game will be a different experience for each and every player. Character voice acting, motion capture, and a spellbinding soundtrack make the game world feel alive and the storytelling compelling. The only limit to your experience is your imagination and creativity, and while the sheer volume of possible outcomes can lead to bugs and occasional immersion-breaking moments, Larian has ultimately achieved its ambition for a generation-defining RPG.",1.0,1,ENGLISH
"BG3 is a highwater mark for choice-driven RPGs and the new standard to which basically every other major RPG will be compared. I feel bad for Starfield at this point and for game developers in general. Larian Studios has set the bar incredibly high. Still, I hope other publishers will see it as an example to let developers have time and creative freedom to make incredible games without all the bloated live service and microtransaction bullshit. Also, you can play this game in four-player online co-op or even split-screen locally on a single PC, and in this day and age, that may be one of the most impressive features in BG3. If you love RPGs, you owe it to yourself to play this game. ",1.0,1,ENGLISH
"In case you couldn’t tell, I f.cking love this game....Baldur’s Gate 3 is truly exemplary, one of the few videogames in history that wholly deserve the universal acclaim heaped so freely upon releases above a certain marketing budget. The choices offered to the player in terms of both crafting an adventurer and influencing the story do an incredible job of translating Dungeons &amp; Dragons to a form of interactive software that surpasses the loftiest expectation. The script is incredible, the gameplay beneath it downright luxurious. There won't be another like this in a long, long time. ",1.0,1,ENGLISH
"Near the end of Baldur's Gate 3, a character says, ""Too much freedom can be frightening."" It's a powerful line within the context of the story, but it also speaks to Baldur's Gate 3 on a deeper level. The freedom that it offers is unprecedented, and it takes a little while to really see the scope of what that means for the game. At times, the sheer number of choices and consequences can be overwhelming. But before long, it becomes apparent that Baldur's Gate 3 allows players to be the authors of their own destinies in a way no other game has before. It's that freedom and reactivity paired with its excellent presentation and fantastic characters that really set Baldur's Gate 3 apart, and it's why after 200 hours I'm still coming back to it. Too much freedom can be frightening, but Larian trusts its players to make the most of it, for better or for worse.",1.0,1,ENGLISH
It's a game of the year contender. Easily.,1.0,1,ENGLISH
"Larian Studios has tapped into the Weave and conjured up a near-impossible miracle, bringing the creativity of Dungeons &amp; Dragons to life in Baldur’s Gate 3. Players are given real agency to pursue the narrative in a way that suits them and to dive into combat and experiment with a dizzying number of options. Baldur’s Gate 3 is a truly phenomenal game that has managed to sweep up the imaginations and dreams of players and developers alike. Baldur’s Gate 3 may just go down as one of the greatest games of all time.",1.0,1,ENGLISH
